newspaper_name,date,headline,article,summary,category
the mint,2022-06-10 00:00:00,"Balance, please","As evidence mounts of India’s K-shaped recovery, all policies deserve closer scrutiny. While doles like free food are welcome for have-nots, other folks have fared poorly too. What affects everyone are the economy’s macro settings, many of which have both winners and losers. Take interest rates. Culturally, high charges are frowned upon for their air of usury, but rates held artificially low favour borrowers at the cost of lenders and savers. Next, factor in inflation; since a deflated rupee means debtors get to pay less back in real terms, they gain at the cost of creditors. Last but not least, consider a power asymmetry. Any fiscally expansive government is a big borrower. Debt-fuelled businesses share with it an interest in—if not an open desire for—both cheap credit and a lighter payback burden. A high-powered convergence on this can tilt the scales.

On prices, what’s good for banks converges on paper with what consumers want, stability, but many lenders are state-owned and served well by cheap retail deposits. That leaves most Indian households rather lonely at the raw end of an economy with soaring prices and dismal bank returns. Clearly, a fairer post-covid deal is in order.","When it comes to prices, what's good for banks aligns with consumer desires for stability. However, many Indian banks are state-owned and rely on cheap retail deposits, leaving most households on the losing end in an economy with rising prices and poor bank returns. It is evident that a fairer post-COVID economic approach is needed.





",Business and Finance
Indian Express,2004-12-27 00:00:00,280 killed in Pondicherry,"PONDICHERRY: At least 280 people were killed when tidal waves lashed coastal areas of the Union Territory of Pondicherry on Sunday, Chief Minister N Rangasamy said. After an aerial survey of the worst affected Karaikal region, Rangasamy told reporters that 211 people were killed in Karaikal and 69 in Pondicherry. The Chief Minister announced an ex-gratia amount of Rs One lakh to the next kin of the dead. The administration would also pay an ex-gratia amount of Rs 5000 towards funeral expenditure. He said no death was reported in Yanam, an enclave of the Union Territory in Andhra Pradesh, although there was damage to property. For those injured in the disaster, the administration would provide Rs 5000. To enable the homeless to reconstruct houses, a sum of Rs 10,000 would be made available immediately. Earlier, the Lt Governor told newsmen on return from Karaikal at Rajnivas that the administration was undertaking rescue and relief operations in cooperation with Air Force, Navy and Coast Guard.","A tragic event in Pondicherry saw 280 people lose their lives due to tidal waves. Chief Minister N Rangasamy confirmed 211 deaths in Karaikal and 69 in Pondicherry, while no one died in Yanam, though property damage occurred. The government is offering support, including financial aid for the families of the deceased, money for funerals, and help for the injured. They also plan to assist the homeless in rebuilding their homes. Rescue and relief operations are ongoing, with the Air Force, Navy, and Coast Guard's cooperation.",Natural Disasters
the mint,2022-06-14 00:00:00,Quell inflation,"nflation is a global worry. In the US, prices last month were 8.6% above their year-ago level, an upshoot so sharp that it will probably take a policy-induced recession to get it back down to its target of an average 2%. India’s data for May, released on Monday, puts our retail inflation at 7.04%, down modestly from April’s reading of almost 7.8%. Given our tolerance limit of 6%, it is less disastrous an overshoot than America’s, but that should not serve as a fig leaf for central bank failure.

Talking about a supply shock from overseas as the sole cause of the crisis would be to wilfully ignore the inflationary impulses brought about by an unprecedented monetary and fiscal expansion in response to the covid crisis. As an extended era of cheap oil had no guarantee to begin with, the Ukraine war can at most be blamed for bringing existent risks to a head. Broadly, price stability is a function of the priority we give it. Remember, inflation is the unkindest cut of all, for it acts as a regressive tax. It mostly hurts those who have the least to get by. As it also has its set of gainers, it results in reverse redistribution—from the poor to the rich. And since that’s untenable, we must treat it with the urgency it deserves.","Inflation is a growing concern globally. In the US, prices rose sharply, with a year-over-year increase of 8.6%, making it likely that a policy-induced recession will be needed to bring it down to the target of an average 2%. In India, the May data indicates retail inflation at 7.04%, slightly lower than April's nearly 7.8%.",Business and Finance
the mint,2022-06-21 00:00:00,Trolley problem,"The lives of 11 tourists on board a cable car in Parwanoo, Himachal Pradesh, were endangered after the trolley got stuck midway on Monday. Thankfully, all the people were saved in a high-wire rescue act. They were lowered onto a hill using harnesses. While that’s a relief, that such an incident should happen at all is a matter of serious concern, especially since memories of a similar trolley failure in Jharkhand as recently as April, in which three lives were lost, have not yet faded. Even the Timber Trail Resort where Monday’s incident took place was witness to a similar episode back in 1992, when one life was lost.

That ropeway trolleys are still prone to such dangers is a sign of lax safety practices. Weak adherence to maintenance protocols has long characterized the operation of such mechanical gigs in the country. In general, it’s about time that sundry risks of this kind are taken more seriously and casual attitudes reformed. Safety checks must be diligently enforced. The country also needs a nationwide emergency response facility like America’s famed “Call 911” service, cadres for which could be drawn from commando units of the armed forces. Our trolley problem needs to be tackled.

© 2019 All Rights Reserved. Powered by Summit","The recent incident involving a cable car in Parwanoo, Himachal Pradesh, where 11 tourists were rescued after the trolley got stuck, is a cause for serious concern. This incident, along with a similar cable car failure in Jharkhand in April, where three lives were lost, highlights a recurring issue of safety in the operation of ropeway trolleys in India. Even the Timber Trail Resort, the site of the recent incident, had a similar episode in 1992, resulting in one fatality.",Local News
The Mint,2022-04-02 00:00:00,Sri Lanka economic crisis,"Shops opened in Sri Lanka's capital city Colombo amid tight security on Saturday - the first day after a state of emergency was declared to tackle growing unrest amid an unprecedented economic crisis.
Sri Lanka economic crisis: 10 updates
The island nation of 22 million people is grappling with rolling blackouts for up to 13 hours a day as the government scrambles to secure foreign exchange to pay for fuel imports.

Sri Lanka is currently experiencing its worst economic crisis in history. With long lines for fuel, cooking gas, essentials in short supply and long hours of power cuts the public has been suffering for weeks.

The Sri Lankan government has said it is seeking a bailout from the International Monetary Fund while asking for fresh loans from India and China.

A foreign exchange crunch in Sri Lanka has led to a shortage of essential goods such as fuel and cooking gas. Power cuts that last up to 13 hours a day.

Rajapaksa has defended his government's actions, saying the foreign exchange crisis was not his making and the economic downturn was largely pandemic driven where the island’s tourism revenue and inward remittances waning.

Sri Lanka's currency has been also devalued by almost SLR 90 against the US dollar since March 8.

The latest official data released Friday showed inflation in Colombo hit 18.7 percent in March, the sixth consecutive monthly record. Food prices soared a record 30.1 percent.

Colombo imposed a broad ban on imports in March 2020 in a bid to save foreign currency needed to repay nearly $7.0 billion this year to service its $51 billion debt.

Sri Lanka President Gotabaya Rajapaksa Friday declared a state of emergency giving security forces sweeping powers a day after hundreds of people tried to storm his residence amid an unprecedented economic crisis.

IMF spokesman Gerry Rice told reporters in Washington on Thursday that talks should begin ""in the coming days"", with the president's youngest brother, finance minister Basil Rajapaksa, expected in the US capital.","Sri Lanka was grappling with a severe shortage of foreign exchange reserves, making it challenging to meet its international financial obligations, including servicing external debt and importing essential goods like fuel, medicine, and raw materials.
Sri Lanka had a substantial external debt burden, and servicing this debt became increasingly challenging due to the lack of foreign exchange reserves. Negotiations with international lenders for debt restructuring and relief were ongoing.
Due to Russia and Ukraine war tourism sector also affected which was come from foreign country and contribute to Sri Lankan economic.",International News
the mint,2022-06-21 00:00:00,How the rupee’s slide will impact India’s economy,"Multiple forces have been pulling the Indian rupee down, including the exit of foreign portfolio investors, the rising cost of international crude oil prices, and a strong dollar. Mint explains the implications of the decline in the Indian currency.
How low can the rupee go?

The rupee was falling till the middle of December 2021 over concerns about the economic fallout from the omicron wave, elevated crude oil prices, and expectations of quicker rate hikes by the US Fed. Subsequently, as covid cases declined, the currency showed signs of appreciation. The rupee came under pressure from late February in the wake of the war in Ukraine and the surge in crude oil prices. On 13 June, the rupee hit an all-time low of 78.29 to the dollar. Market participants expect it to trade in the range of 79-80 to a dollar going ahead, and touching 80 by the end of December.
What is the impact on inflation?

The Reserve Bank of India’s April monetary policy report made the assumption that the rupee will trade around 76 per dollar during FY23, adding that a 5% decline from this would raise inflation by 20 basis points. The rupee has already declined 2% from this assumption, signalling a worsening of inflation ahead. RBI said that given the high volatility in financial and commodity markets, the pass-through of currency weakness to inflation will not be linear and will vary with time. India’s inflation was earlier expected to moderate this year due to RBI’s measures, but the eroding rupee will deny this benefit.
What does a weaker rupee mean for businesses?

One, higher import costs. Second, Indian firms have been borrowing from the offshore dollar market, and the stock of commercial borrowing stood at $226.4 billion at the end of December 2021. Interest repayments are, therefore, expected to swell. Fund-raising through external commercial borrowing is likely to moderate too.
Will current account deficit worsen?

Current account deficit (CAD), or when the imports are more than exports, is expected to worsen. For a net importer like India, a weak currency isn’t good news. This worsens CAD especially at a time of heavy FPI outflows. The CAD could touch 3% of GDP (vs CAD of 1.2% in April-Dec 2021) due to higher import bills and a fall in forex reserves, since it is being used to finance the deficit. Forex reserves stood at $596.45 billion as on 10 June. However, over the next year, reserves could rise if exporters benefit from the cost advantage.
What are the options before RBI?

India’s central bank has been selling dollars from its reserves and buying rupee, which leads to the supply of dollar going up and that of the rupee falling.

At the beginning of October, one dollar was worth a little over ₹74 and it is currently around ₹78. If RBI hadn’t intervened, dollar could have touched ₹80 already. That said, RBI cannot keep selling dollars as its forex reserves will deplete at a faster pace. Since October last year, India’s forex reserves have fallen by around $40 billion.","The Indian rupee has been declining due to several factors, including the exit of foreign portfolio investors, rising international crude oil prices, and a strong US dollar. As a result, the rupee hit an all-time low of 78.29 to the dollar on June 13, and market participants expect it to trade in the range of 79-80 to a dollar, possibly reaching 80 by the end of December.

The impact on inflation is significant, as a weaker rupee is expected to worsen inflation. The Reserve Bank of India assumed that the rupee would trade around 76 per dollar during FY23 and noted that a 5% decline from this level would raise inflation by 20 basis points.

For businesses, a weaker rupee means higher import costs, and Indian firms that have borrowed from the offshore dollar market will face increased interest repayments.

The current account deficit (CAD) is also expected to worsen due to the weak rupee, especially at a time of heavy foreign portfolio investment (FPI) outflows. The CAD could reach 3% of GDP, compared to 1.2% in April-December 2021.

The Reserve Bank of India (RBI) has been intervening by selling dollars from its reserves to support the rupee. However, this approach has its limits, as depleting forex reserves at a rapid pace is not sustainable. RBI will need to carefully manage its interventions to stabilize the rupee without depleting its reserves too quickly.





",Business and Finance
the mint,2022-06-24 00:00:00,"Consumers trim spending on fuel, clothing: Survey","Urban Indian consumers reduced spending on apparel, fuel, and eating out over the last six months as inflation ate into household budgets, a YouGov survey showed.

A majority of urban Indians said their cost of living has gone up to some extent as compared to 12 months ago, as prices of daily essentials rose. Among the 1,013 urban respondents polled online during 7-10 June, 46% said their cost of living has gone up “a lot” compared to 12 months ago, while 33% said it has gone up “a little”.

“With inflation at its highest level in the past eight years, petrol prices spiralling and wholesale price inflation at a 30-year high, cost of living in India has gone up in the recent past,” YouGov said.

Retail inflation measured by the Consumer Price Index (CPI) grew sharply to an eight-year high of 7.79% in April, before cooling to 7.04% in May. As a result, households are trimming expenditure they deem unnecessary.

Consumers in tier I cities are feeling the impact more, with half of them claiming that their cost of living has gone up a lot compared to the 44% and 43% of residents in tier II and III cities.

Clothing tops the list of cutbacks, with more than a third saying they have reduced spends on apparel and accessories. Almost as many (31%) have reduced their spending on hobbies or leisure activities such as going to the cinema.

With the recent rise in fuel prices, 29% claim to have cut expenses on petrol or diesel, while 28% have decreased spending on eating out.

This behaviour is more pronounced in tier I cities than other cities, the survey showed.

Around a quarter have cut down expenses on streaming services, but this is notably higher in tier I cities where 32% have claimed to do so in the last six months.

However, consumers continued to spend on various categories such as essential food items, food deliveries, home broadband subscriptions, insurance, alcohol and tobacco and monthly mobile phone bills.

Fewer cutbacks have been reported on essential food items (12%), broadband subscriptions (15%) and household essentials (18%), perhaps because these are more of a necessity, according to the survey findings.

However, two in five urban Indians expect their household situation to improve in the next 12 months.A third (32%) expect no change and only 17% think it will become worse.

","Urban Indian consumers have reduced their spending on apparel, fuel, and dining out over the past six months due to rising inflation, according to a YouGov survey. A majority of urban Indians feel that their cost of living has increased compared to a year ago, with 46% stating it has gone up significantly and 33% saying it has increased slightly. This rise in the cost of living is attributed to factors like high inflation, soaring petrol prices, and a 30-year high in wholesale price inflation. Consumers in tier I cities are feeling the impact more than those in tier II and III cities. The survey also revealed that spending on essential items like food, insurance, and mobile phone bills has continued, while cutbacks were more prominent in non-essential areas such as clothing and leisure activities. Despite these challenges, a significant number of urban Indians expect their household situation to improve in the next 12 months.",Business and Finance
Hindu ,2014-01-09 00:00:00,High drama in court over selection of judges,"A Judge of the Madras High Court on Wednesday caused a flutter, informing a Division Bench, hearing a writ petition relating to a list of names recommended for the post of High Court Judge that the “selection is not fair.”

A Bench of Justices V. Dhanapalan and K.K. Sasidharan was hearing the public interest litigation petition for a directive to the Central and State authorities to return the list recommended in December 2013.","During a hearing at the Madras High Court, a judge expressed concern about the fairness of the selection process for High Court Judges. The judge informed a Division Bench that the selection was not fair while discussing a writ petition regarding a list of names recommended for the post of High Court Judge in December 2013. The petition seeks a directive for the Central and State authorities to reconsider the recommended list.",Crime and Justice
the mint,2022-06-24 00:00:00,Wall test for BRICS,"With geostrategic positions getting realigned and walled apart again, smaller groupings will face existential tests. Take the BRICS business forum that is currently underway. With India-China ties going through a rough patch, it’s hard to say how much this club can achieve. The meeting is taking place in the backdrop of a war in Ukraine, and China’s stand on it seems guided more by its rivalry with the US than closeness with Russia. India has been far better balanced, having maintained independent ties with Russia on the one hand and upheld the value of relations with the US on the other.

New Delhi’s stance will leave Beijing peeved as it tries to rally other countries to its anti-US position. With economic recession risks now staring all in the face, a post-covid recovery may need some policy coordination. Prime Minister Narendra Modi in his BRICS address on Thursday spoke of a similar disposition among its five members towards how the global economy is governed to emphasize the role it could play. Yet, common ground may prove elusive. The founding logic of the five’s dynamism as economies has weakened. And India must stay wary of Chinese dominance.

© 2019 All Rights Reserved. Powered by Summit","Smaller international groups like BRICS (Brazil, Russia, India, China, and South Africa) face significant challenges as geopolitical dynamics shift. India and China's strained relations raise questions about the group's effectiveness. The ongoing BRICS business forum occurs against the backdrop of the Ukraine war, with China's stance potentially driven more by rivalry with the US than alignment with Russia. India has maintained a more balanced approach, fostering relations with both Russia and the US. However, this approach may not align with China's anti-US position.",International News
Indian Express,2018-04-27 00:00:00,IPL 2018: Chennai Super Kings beat Royal Challengers Bangalore by 5 wickets,"MS Dhoni played a top innings and hit 70 runs off 34 ball, finishing the game with a six as Chennai Super Kings beat Royal Challengers Bangalore in Bangalore. Chasing a target of 207, CSK were 74/4 and were struggling. MS Dhoni then joined Ambati Rayudu and shared a 101-run stand. Rayudu was dismissed for 82 but Dhoni made sure CSK become the first team to chase down the 200-plus total twice this season. Chennai Super Kings had won the toss to put RCB in to bat. Playing at the M Chinnaswamy Stadium, RCB started by losing Virat Kohli early but AB de Villiers and Quinton de Kock picked up without much fuss. They scored 68 and 53 respectively in a rapidfire partnership which left CSK without an answer. Thereafter, RCB lose three quick wickets before Mandeep Singh turned things around with a cameo. RCB’s late push was thwarted by Dwayne Bravo and dismal running between the wickets. However, RCB did enough to score 205/8 and give the second-placed team in the IPL table a stiff target to chase down.","Chennai Super Kings (CSK) defeated Royal Challengers Bangalore (RCB) in Bangalore. MS Dhoni played a crucial role in chasing down the massive target as RCB put up a total of 205/8. MS Dhoni who scored 70 runs off 34 balls along with Ambati Rayudu who scored 82 runs built up a partnership of 101 runs from when the team is struggling at 74/4. CSK became the first team to chase down 200-plus score twice this season. RCB, who lost toss went on to bat first, Virat Kohli got out early and from there Quinton de Kock and AB de Villiers scored 53 and 68 respectively and a small cameo by Mandeep which led to mammoth total. Despite RCB scored huge total but was on the losing side as the second-placed team in the IPL table chased this target.",Sports
the mint,2022-06-30 00:00:00,Gig workers and the long road to employee status,"Many countries are pushing digital platform companies employing gig workers to treat them as ‘employees’. Now, India’s federal think tank Niti Aayog has joined the debate, recommending social security policies for such workers. Mint explains.
hat is Niti Aayog’s recommendation?

The think tank has recommended that platforms or startups provide gig workers with more support in the form of pension, provident fund, paid sick leave, and medical and life insurance. It has also recommended creating a social security fund to account for injuries and emergencies. It has also suggested the government create ‘platform initiatives’—along the lines of Startup India— which will carry out a census of gig workers to survey and identify them. It wants this framework to upskill them and help them access loans with generous timelines in case of an emergency, and open credit lines for their own ventures.
Why are these proposals important?

The gig economy is expected to triple in size to 23.5 million workers by 2030, according to Niti Aayog’s estimates. The gig economy, therefore, can potentially alleviate unemployment, and provide opportunities to women and marginalized workers. The federal think tank also feels that the platform economy can lead to greater formalization of work. Nevertheless, there are concerns. The think tank noted that long hours and low earnings could result in exploitative work practices. The recommendations come at a time when gig workers at several platforms have protested against harsh work conditions.
How are gig workers treated in other countries?

Last year, the UK Supreme Court said Uber drivers are entitled to minimum wages and holiday pay. In 2020, the US Congress extended unemployment insurance to gig workers as part of covid relief steps. The US government has recommended classifying some gig workers as  ‘employees’. Recently, a Swiss court ruled that Uber drivers were employees.
Do startups provide any support today?

Most startups provide medical, accidental or life insurance policies, but not provident fund or pension benefits. Some companies offer on-job training and benefits such as loans or scholarships for workers’ children. In some cases, a loyal gig worker, one who has spent years on a platform, may be absorbed as a permanent employee. But that’s rare. A new discussion is doing the rounds—startups contributing towards a common government corpus for workers who have been employed for a minimum amount of time.


","Niti Aayog, India's federal think tank, has recommended that digital platform companies employing gig workers provide them with more support. This includes benefits like pensions, provident funds, paid sick leave, and medical and life insurance. The recommendation also suggests creating a social security fund to address injuries and emergencies. Niti Aayog proposes the establishment of ""platform initiatives"" to identify and upskill gig workers, provide access to loans with generous terms in emergencies, and open credit lines for their entrepreneurial ventures.",Business and Finance
